user_id,persona,brand_research,brand_visits,cart_adds,deals_clicked,eco_products_viewed,gift_guides_viewed,products_viewed,purchases,quick_purchases,repeat_purchases,reviews_read,searches,specs_viewed,wishlists
31,review_reader,0,0,0,0,0,0,14,5,0,0,15,15,0,0
32,review_reader,0,0,0,0,0,0,36,2,0,0,20,5,0,0
33,review_reader,0,0,0,0,0,0,15,0,0,1,30,10,0,0
34,review_reader,0,0,0,0,0,0,28,4,0,0,28,19,0,0
35,review_reader,0,0,0,0,0,0,28,4,0,0,19,6,0,0
36,review_reader,0,0,0,0,1,0,47,2,0,0,15,16,0,0
37,review_reader,0,0,0,0,0,0,24,0,0,0,30,12,0,0
38,review_reader,0,0,0,0,0,0,30,4,0,0,27,13,0,0
39,review_reader,0,0,1,0,2,0,38,4,0,0,16,13,0,0
40,review_reader,0,0,0,0,0,0,25,3,0,0,23,15,1,0
41,review_reader,0,0,0,2,0,0,39,1,0,0,20,6,0,0
42,review_reader,0,0,0,0,0,0,35,1,0,0,27,2,2,0
43,review_reader,0,0,0,0,0,0,26,0,0,0,16,13,0,0
44,review_reader,0,0,0,0,0,0,18,5,0,0,19,20,0,0
45,review_reader,0,0,0,0,0,0,30,3,0,0,16,8,0,0
46,review_reader,0,0,0,0,0,0,26,2,0,0,23,5,0,0
47,review_reader,2,0,0,0,0,0,37,5,0,1,15,12,0,0
48,review_reader,0,0,1,0,0,0,10,1,2,0,19,5,0,0
49,review_reader,0,0,0,0,0,0,44,0,0,0,28,11,0,0
50,review_reader,0,0,0,0,0,0,42,2,0,0,20,18,2,0
51,review_reader,0,0,0,0,0,0,28,1,0,0,22,9,0,0
52,review_reader,0,0,0,0,0,0,20,1,0,0,15,13,0,0
53,review_reader,0,0,0,0,0,0,29,0,0,0,24,2,0,0
54,review_reader,0,0,0,0,0,0,26,0,0,0,28,6,2,0
55,review_reader,0,0,0,0,0,0,37,0,0,0,16,10,0,0
56,review_reader,0,0,0,0,0,2,36,0,0,0,25,3,0,1
57,review_reader,0,0,0,0,0,0,48,5,1,0,18,16,0,0
58,review_reader,0,0,2,0,0,0,24,5,0,0,27,12,0,0
59,review_reader,0,0,0,0,0,0,37,0,0,0,30,3,0,0
60,review_reader,0,0,0,0,0,1,26,5,0,0,21,8,0,0
61,review_reader,1,0,0,0,0,0,35,4,0,1,26,10,0,0
62,review_reader,0,1,0,0,0,0,20,1,0,0,15,12,0,0
63,review_reader,0,0,0,0,0,0,47,0,0,0,16,20,0,0
64,review_reader,0,0,0,0,0,0,16,4,0,0,18,5,0,0
65,review_reader,0,0,1,0,0,0,32,2,0,0,15,4,0,0
66,review_reader,0,0,2,2,0,0,28,1,0,0,25,14,0,0
67,review_reader,0,0,0,0,0,0,20,1,0,0,17,11,0,0
68,review_reader,0,0,0,0,0,0,46,1,0,0,20,10,0,0
69,review_reader,1,0,0,0,0,0,29,0,0,0,17,3,0,0
70,review_reader,0,0,0,1,0,0,13,1,0,0,27,14,0,0
71,review_reader,0,0,0,0,0,0,28,4,0,0,18,14,0,0
72,review_reader,0,0,0,0,0,0,13,5,0,0,19,7,0,0
73,review_reader,0,0,2,1,1,0,43,1,0,0,28,8,0,1
74,review_reader,0,0,0,0,0,0,45,2,1,0,28,19,0,0
75,review_reader,0,0,0,0,0,0,11,1,0,0,18,20,0,0
76,review_reader,0,0,0,0,0,0,10,2,0,0,22,18,0,0
77,review_reader,0,0,0,0,0,0,43,4,2,0,19,13,0,0
78,review_reader,0,1,2,0,0,0,46,1,0,0,16,18,0,2
79,review_reader,0,0,2,0,0,0,50,4,0,0,25,6,0,0
80,review_reader,0,1,0,0,0,0,33,4,1,1,24,4,0,0
81,review_reader,0,0,0,0,0,0,23,3,0,0,17,12,2,0
82,review_reader,0,0,0,0,0,0,25,1,0,0,19,17,0,0
83,review_reader,0,0,0,0,0,0,24,2,0,0,24,2,0,0
84,review_reader,0,0,0,0,0,0,15,5,2,0,16,12,0,0
85,review_reader,0,0,0,0,0,0,40,5,0,1,24,17,0,0
86,review_reader,0,0,0,0,0,0,16,3,0,0,23,3,0,0
87,review_reader,2,0,0,0,2,0,15,0,0,0,30,14,0,0
88,review_reader,0,0,0,0,0,0,46,5,0,0,25,6,0,0
89,review_reader,0,0,0,0,0,0,43,0,1,0,28,8,1,0
90,review_reader,1,0,0,2,0,0,37,5,0,0,20,18,2,0
91,review_reader,0,0,0,0,0,0,46,4,0,1,21,12,0,0
92,review_reader,0,0,0,0,0,0,35,4,0,0,15,6,0,0
93,review_reader,0,1,0,0,0,0,12,5,0,0,20,11,0,0
94,review_reader,0,0,0,0,1,0,11,2,0,0,24,15,2,0
95,review_reader,0,0,0,0,0,1,16,0,0,0,29,8,0,0
96,review_reader,0,0,0,0,0,0,24,4,2,0,15,12,0,0
97,review_reader,0,0,0,0,2,0,14,3,0,0,27,12,0,0
98,review_reader,0,0,0,2,0,1,48,1,0,0,22,17,0,0
99,review_reader,1,0,0,0,0,1,39,3,0,0,16,17,1,0
100,review_reader,0,0,0,0,0,0,48,1,0,0,26,2,0,0
101,review_reader,0,0,0,0,0,2,11,5,0,0,28,13,1,0
102,review_reader,2,0,0,0,0,0,46,4,0,0,18,3,0,0
103,review_reader,0,0,0,0,0,0,37,5,0,0,29,17,0,0
104,review_reader,0,1,0,0,0,0,13,4,2,0,21,17,0,0
105,review_reader,0,0,0,0,0,0,27,0,0,0,15,5,0,0
106,review_reader,0,2,0,0,1,0,45,2,0,0,15,19,0,0
107,review_reader,0,0,0,0,0,0,45,3,0,0,22,4,0,0
108,review_reader,0,0,0,0,0,0,10,1,0,0,28,6,0,0
109,review_reader,0,0,0,0,1,0,41,0,0,0,21,16,0,0
110,review_reader,0,0,0,0,0,0,41,2,0,0,17,17,0,0
111,review_reader,1,0,0,1,0,0,29,0,0,0,19,16,1,1
112,review_reader,0,0,0,0,0,0,48,2,0,0,17,13,0,0
113,review_reader,0,0,0,0,0,0,46,2,0,0,22,17,0,0
114,review_reader,0,1,0,0,0,0,38,0,0,0,20,6,0,0
115,review_reader,0,0,0,0,0,0,45,4,0,0,16,6,0,0
116,review_reader,0,0,2,0,2,0,48,0,0,0,24,11,0,0
117,review_reader,0,0,0,0,0,0,50,1,0,0,30,19,0,0
118,review_reader,0,0,0,0,0,0,49,4,0,0,23,18,0,0
119,review_reader,0,0,0,0,0,0,21,1,0,0,27,5,0,0
120,review_reader,0,0,0,0,0,0,26,5,0,0,30,7,0,0
121,review_reader,2,0,0,0,0,0,32,1,0,0,19,5,0,0
122,review_reader,0,0,0,0,0,0,13,2,0,0,22,10,0,0
123,review_reader,0,0,0,0,0,0,49,2,0,0,17,20,0,0
124,review_reader,0,0,0,0,0,0,13,1,0,0,30,18,0,0
125,review_reader,0,0,0,0,0,0,12,0,0,0,21,18,0,0
126,review_reader,0,0,0,0,0,0,12,3,0,0,21,7,0,0
127,review_reader,0,0,0,0,0,0,45,1,0,0,29,13,0,0
128,review_reader,0,0,2,0,0,0,26,5,0,0,30,6,0,0
129,review_reader,0,0,2,0,0,0,44,2,0,0,30,2,0,0
130,review_reader,0,0,0,0,0,0,38,1,0,0,21,3,0,0
131,review_reader,0,0,0,0,0,0,29,2,0,0,20,8,0,0
132,review_reader,2,0,0,0,2,0,48,2,0,0,19,20,0,0
133,review_reader,0,0,0,0,0,0,31,1,0,0,20,16,0,0
134,review_reader,0,0,0,0,0,0,36,4,0,0,17,19,0,0
135,review_reader,0,0,0,0,0,0,47,4,0,0,16,10,0,0
136,review_reader,0,0,0,0,0,0,32,0,0,0,27,3,0,0
137,review_reader,0,0,0,0,0,0,38,2,1,0,20,2,0,0
138,review_reader,0,0,0,0,0,0,49,2,0,0,25,15,0,0
139,review_reader,0,0,0,0,0,0,49,1,2,0,28,13,0,0
140,review_reader,0,0,0,0,0,0,47,3,0,0,25,15,0,0
141,review_reader,0,0,2,0,0,0,25,2,0,0,22,11,0,0
142,review_reader,0,0,0,0,0,0,16,5,0,0,18,8,0,2
143,review_reader,0,0,0,2,0,0,25,3,0,0,29,10,0,0
144,review_reader,0,0,0,0,0,0,19,2,0,0,23,20,0,0
145,review_reader,0,0,2,0,0,0,40,1,0,0,27,15,0,0
146,review_reader,0,0,0,0,0,0,36,1,0,0,23,11,0,0
147,review_reader,0,0,0,0,0,0,31,5,0,0,28,5,2,0
148,review_reader,0,0,0,0,0,0,10,2,0,0,24,6,0,0
149,review_reader,0,0,0,0,0,0,24,5,0,0,15,12,0,0
150,review_reader,0,0,0,0,0,0,42,3,0,0,29,7,0,0
151,review_reader,0,0,0,0,0,0,45,4,0,0,18,17,0,0
152,review_reader,0,0,0,0,0,0,10,2,0,0,18,11,0,0
153,review_reader,0,0,0,0,2,0,30,4,0,0,18,9,0,0
154,review_reader,0,0,2,0,0,0,25,0,1,0,20,9,0,0
155,review_reader,0,0,0,0,0,0,50,0,0,0,18,14,0,0
156,review_reader,1,0,0,0,0,0,16,5,0,0,15,16,0,0
157,review_reader,0,0,0,0,0,0,40,1,0,0,25,16,0,0
158,review_reader,0,0,0,0,0,0,10,1,0,0,16,7,0,0
159,review_reader,0,0,0,2,0,0,40,5,0,0,30,7,0,0
160,review_reader,0,0,0,0,0,0,32,2,1,0,18,6,0,0
161,review_reader,0,0,0,0,0,0,49,4,0,0,17,12,0,0
162,review_reader,0,0,0,0,0,0,14,4,0,0,19,6,0,0
163,review_reader,0,0,0,0,0,0,18,2,0,0,24,19,0,0
164,review_reader,0,0,0,0,0,0,15,0,0,0,18,6,0,0
165,review_reader,0,0,0,0,1,0,32,3,0,0,23,18,0,0
166,review_reader,0,0,1,0,0,0,28,0,2,0,26,14,0,0
167,review_reader,0,0,0,0,0,0,19,3,0,0,25,10,0,0
168,review_reader,1,0,0,0,0,0,41,1,0,0,16,12,0,1
169,review_reader,0,0,1,0,0,0,27,4,0,0,15,19,0,2
170,review_reader,1,0,0,0,1,0,28,2,0,0,16,8,0,0
171,review_reader,0,0,0,0,0,0,42,4,0,0,30,19,0,0
172,review_reader,0,0,1,0,0,0,31,2,0,0,15,17,0,2
173,review_reader,0,0,0,0,0,0,11,1,0,0,21,15,0,0
174,review_reader,2,0,0,0,0,0,21,3,0,0,25,11,0,0
175,review_reader,0,1,0,0,0,0,27,2,0,1,27,7,0,2
176,review_reader,1,0,0,0,0,2,12,0,0,0,20,15,0,0
177,review_reader,0,0,0,0,0,0,10,5,0,0,15,5,0,0
178,review_reader,0,0,0,0,0,0,11,4,0,0,25,7,0,0
179,review_reader,0,0,0,0,0,0,30,4,0,0,29,3,0,0
180,review_reader,0,0,0,0,0,0,37,2,0,0,20,18,0,0
181,review_reader,0,0,0,2,0,2,35,3,0,0,21,5,0,0
182,review_reader,0,0,0,0,0,0,20,1,0,0,26,18,0,0
183,review_reader,0,0,0,0,0,0,47,4,0,0,26,14,0,0
184,review_reader,0,0,0,0,0,0,13,0,0,0,28,14,0,0
185,review_reader,0,1,0,0,0,0,29,4,0,0,20,2,0,0
186,review_reader,0,0,0,0,1,0,37,1,0,0,18,18,0,0
187,review_reader,2,0,0,0,1,0,19,2,0,0,22,9,0,0
188,review_reader,0,0,0,0,0,0,25,3,0,0,26,18,0,0
189,review_reader,0,0,0,0,0,0,44,5,2,0,18,15,0,0
190,review_reader,0,0,0,0,0,0,18,5,0,0,26,4,0,0
191,review_reader,0,0,0,0,0,0,20,0,0,0,22,10,0,0
192,review_reader,0,0,0,0,1,0,11,0,0,0,27,17,0,0
193,review_reader,0,0,0,0,0,0,45,0,0,0,29,11,0,0
194,review_reader,0,0,0,0,0,0,29,0,0,0,19,19,0,0
195,review_reader,0,0,0,0,0,0,12,3,0,0,22,13,0,0
196,review_reader,0,0,0,0,0,0,47,0,0,0,19,7,0,0
197,review_reader,0,0,0,0,0,0,17,4,0,0,24,18,0,0
198,review_reader,0,0,0,0,1,0,40,0,1,0,30,4,0,0
199,review_reader,0,0,0,0,0,0,27,0,0,0,25,16,0,0
200,review_reader,0,0,1,0,0,0,46,1,2,0,19,4,0,0
201,review_reader,0,0,0,0,0,0,31,4,0,0,25,10,0,0
202,review_reader,0,0,2,0,1,2,24,0,0,1,27,10,0,0
203,review_reader,0,0,0,0,0,0,28,1,0,0,24,7,0,0
204,review_reader,0,0,0,0,0,0,28,3,0,0,20,4,0,0
205,review_reader,0,0,0,0,0,0,46,3,0,0,22,14,0,0
206,review_reader,2,1,1,0,0,0,26,3,0,2,26,7,0,0
207,review_reader,0,0,0,0,0,0,38,3,0,0,24,15,0,0
208,review_reader,0,0,0,0,0,0,18,3,0,0,24,7,0,0
209,review_reader,0,0,1,0,0,0,50,3,0,0,26,6,0,0
210,review_reader,0,2,0,0,0,0,25,3,0,0,23,10,0,0
211,review_reader,0,0,2,0,0,0,31,2,0,0,19,19,0,0
212,review_reader,0,0,0,0,0,0,30,1,0,0,26,10,0,1
213,review_reader,0,0,0,0,0,0,11,0,0,0,22,6,0,0
214,review_reader,0,0,0,0,0,0,14,3,0,0,22,15,0,0
215,review_reader,0,2,0,0,0,0,49,0,0,0,15,8,0,0
216,review_reader,0,0,0,0,0,0,43,1,0,0,22,14,0,0
217,review_reader,1,0,0,0,0,0,41,4,0,0,19,4,0,0
218,review_reader,0,0,0,2,0,0,16,0,0,0,18,14,0,0
219,review_reader,0,0,0,0,0,0,29,3,0,0,23,16,0,0
220,review_reader,0,0,1,0,0,0,13,4,0,0,28,8,1,0
221,review_reader,0,0,0,0,0,0,40,4,0,0,30,9,0,0
222,review_reader,0,1,0,0,0,0,46,2,0,0,16,6,0,0
223,review_reader,0,0,0,0,0,0,38,1,1,0,17,2,0,0
224,review_reader,0,0,0,0,0,0,37,3,0,0,26,3,0,0
225,review_reader,0,1,0,0,0,1,21,3,0,0,22,8,0,0
226,review_reader,0,0,0,0,0,0,38,4,0,0,17,17,0,0
227,review_reader,0,0,0,0,0,0,36,0,0,0,24,16,0,0
228,review_reader,0,0,0,0,0,0,10,2,0,0,17,19,0,0
229,review_reader,0,0,0,0,0,0,39,3,0,1,22,20,0,0
230,review_reader,0,0,0,0,0,0,47,3,0,0,16,9,0,0
231,review_reader,1,0,0,1,0,0,26,2,0,0,25,13,0,0
232,review_reader,0,0,0,0,0,0,16,5,0,0,24,3,0,0
233,review_reader,0,0,0,0,0,0,12,4,0,0,17,6,0,0
234,review_reader,0,0,0,0,0,0,17,0,0,0,25,6,0,0
235,review_reader,0,0,0,0,0,0,41,2,0,1,28,13,0,0
236,review_reader,0,0,0,0,0,0,10,3,0,0,27,10,0,0
237,review_reader,0,0,2,0,0,0,37,2,0,0,26,9,0,0
238,review_reader,0,0,0,0,0,0,42,2,0,0,27,14,0,0
239,review_reader,0,0,0,0,0,0,39,5,0,0,16,5,0,0
240,review_reader,0,0,0,0,1,0,20,2,0,0,28,14,0,0
241,review_reader,0,0,0,0,0,0,26,4,0,0,17,9,0,0
242,review_reader,1,0,0,0,0,1,48,5,0,0,22,14,0,0
243,review_reader,0,0,0,0,0,0,19,3,1,0,30,12,0,0
244,review_reader,0,0,0,0,0,0,43,5,2,0,25,10,0,0
245,review_reader,0,0,0,0,0,1,28,1,0,0,26,17,0,0
246,review_reader,0,0,0,0,0,0,41,3,2,0,29,3,0,0
247,review_reader,1,0,0,0,0,0,43,0,0,0,21,6,0,0
248,review_reader,0,0,0,0,0,0,49,3,0,0,23,14,0,0
249,review_reader,0,0,0,0,0,0,36,0,0,0,29,14,0,0
250,review_reader,0,0,0,0,0,0,22,1,0,0,21,18,0,0
251,review_reader,0,0,0,0,0,0,44,5,0,0,19,4,0,0
252,review_reader,0,0,0,0,0,1,13,5,0,0,26,12,0,0
253,review_reader,0,1,0,0,0,0,35,3,0,0,27,7,0,0
254,review_reader,0,2,0,0,0,0,50,2,0,0,19,15,0,0
255,review_reader,0,1,0,0,0,0,28,3,0,0,29,17,0,0
256,review_reader,0,0,2,0,0,0,20,0,2,0,25,16,0,0
257,review_reader,0,0,0,1,0,2,13,1,0,0,22,9,0,0
258,review_reader,0,0,1,0,0,0,50,3,0,2,29,14,0,1
259,review_reader,0,0,0,0,0,0,11,3,0,0,30,18,0,0
260,review_reader,0,0,0,0,0,0,14,2,0,0,26,8,0,0
261,review_reader,0,0,1,0,0,0,39,3,0,0,25,14,0,0
262,review_reader,2,0,0,0,0,0,39,4,0,0,27,11,0,0
263,review_reader,0,0,0,0,0,0,23,4,0,0,29,10,0,0
264,review_reader,0,0,0,0,0,0,37,5,0,0,28,18,0,0
265,review_reader,0,0,0,0,0,0,35,1,0,0,19,10,0,0
266,review_reader,0,0,0,0,0,0,45,0,0,0,16,20,0,0
267,review_reader,0,0,0,0,0,2,34,1,0,0,17,18,0,0
268,review_reader,0,0,0,0,0,0,11,1,0,0,18,15,0,0
269,review_reader,0,0,0,0,0,0,17,4,0,0,27,3,0,0
270,review_reader,0,0,0,0,0,0,21,4,0,0,23,9,0,0
271,review_reader,0,0,0,0,0,0,43,3,0,0,26,7,0,2
272,review_reader,1,0,0,0,0,0,49,4,1,0,30,16,0,0
273,review_reader,0,0,1,0,0,0,45,0,0,0,29,11,0,0
274,review_reader,0,0,0,0,0,0,48,3,2,2,26,3,0,0
275,review_reader,0,0,0,0,0,0,33,5,0,0,23,20,0,0
276,review_reader,0,0,0,0,0,0,10,1,0,0,20,2,0,0
277,review_reader,0,0,0,0,0,0,49,4,0,0,27,4,0,0
278,review_reader,1,0,0,0,0,0,17,5,0,0,25,2,0,0
279,review_reader,0,0,0,0,0,0,36,0,2,0,28,14,0,0
280,review_reader,0,0,0,0,1,2,41,5,0,0,16,15,0,0
281,review_reader,0,0,0,0,0,0,34,4,0,0,26,9,0,0
282,review_reader,0,0,0,0,0,0,13,0,0,0,28,9,0,0
283,review_reader,0,0,0,0,0,0,35,1,0,0,18,12,0,0
284,review_reader,0,0,1,0,0,0,26,4,0,0,24,2,0,0
285,review_reader,0,2,0,0,0,0,49,3,0,0,22,4,1,0
286,review_reader,1,0,0,0,0,0,26,3,0,0,30,15,0,0
287,review_reader,0,0,0,0,0,0,32,4,0,0,28,3,2,0
288,review_reader,0,0,0,0,0,0,31,3,0,0,21,7,0,0
289,review_reader,0,0,0,0,0,0,39,5,0,0,16,13,0,0
290,review_reader,0,0,0,0,0,2,25,5,0,0,16,19,0,0
291,review_reader,0,1,0,0,0,0,36,2,0,0,27,18,0,0
292,review_reader,0,0,0,0,0,0,36,4,0,0,27,10,0,0
293,review_reader,0,0,0,0,0,0,14,2,0,0,22,9,0,0
294,review_reader,0,0,0,0,0,0,32,5,0,0,24,17,0,0
295,review_reader,0,0,1,2,0,0,14,1,0,0,21,5,0,0
296,review_reader,0,0,0,0,0,0,35,4,0,0,28,13,0,0
297,review_reader,0,1,0,0,0,1,29,2,0,0,19,3,0,0
298,review_reader,0,0,0,0,0,0,32,3,0,1,15,2,0,0
299,review_reader,0,0,0,0,0,2,39,4,0,0,15,3,0,0
300,review_reader,0,0,2,0,0,0,24,1,0,0,22,13,0,0
301,review_reader,0,0,0,0,0,0,25,4,0,2,18,9,2,1
302,review_reader,0,0,0,0,0,0,35,2,0,0,17,14,0,2
303,review_reader,0,0,0,0,0,0,25,5,0,0,22,19,0,0
304,review_reader,0,0,0,0,0,0,34,5,0,2,25,13,0,2
305,review_reader,2,1,0,0,0,0,40,1,0,0,19,9,0,0
306,review_reader,0,0,0,0,0,0,19,4,0,0,26,18,0,0
307,review_reader,0,0,2,0,0,0,15,3,0,0,17,16,0,0
308,review_reader,0,0,0,0,0,0,16,3,0,0,23,4,0,0
309,review_reader,0,0,0,0,0,0,49,0,0,0,25,11,0,0
310,review_reader,0,0,0,0,0,0,40,4,1,0,23,20,0,0
311,review_reader,0,0,0,0,0,0,25,5,1,0,26,7,0,0
312,review_reader,0,0,0,0,1,0,37,5,0,0,15,16,0,0
313,review_reader,0,0,0,0,0,0,18,0,0,0,25,17,1,0
314,review_reader,0,0,0,0,0,0,29,5,0,0,19,8,1,0
315,review_reader,1,0,0,0,0,0,30,4,0,0,19,5,0,0
316,review_reader,0,0,0,0,0,0,49,0,0,0,29,12,0,2
317,review_reader,0,0,0,0,0,0,32,4,0,0,17,18,0,0
318,review_reader,0,0,0,0,0,0,11,5,0,0,23,18,0,0
319,review_reader,0,0,0,0,0,0,13,1,0,0,17,7,0,0
320,review_reader,0,0,0,0,0,0,35,4,0,0,23,18,0,0
321,review_reader,0,0,0,0,0,0,41,1,0,0,28,10,0,0
322,review_reader,0,0,0,0,0,0,34,0,0,0,30,17,0,0
323,review_reader,0,0,0,0,2,0,39,2,0,0,19,6,0,0
324,review_reader,0,0,0,0,0,0,14,3,0,0,25,3,0,0
325,review_reader,0,0,1,0,0,0,30,2,0,0,22,15,0,0
326,review_reader,2,0,0,0,0,1,18,3,0,1,15,12,0,0
327,review_reader,0,1,0,1,0,0,24,4,0,0,16,3,0,0
328,review_reader,0,0,2,0,0,0,24,1,0,0,18,17,0,0
329,review_reader,0,0,0,0,0,0,15,4,0,0,29,20,0,0
330,review_reader,0,0,0,0,0,0,20,4,0,0,30,20,0,0
331,review_reader,0,0,0,0,0,0,24,0,0,0,25,8,0,0
332,review_reader,0,0,0,0,0,0,23,1,0,0,26,16,0,0
333,review_reader,0,0,0,0,0,0,31,1,0,0,27,14,0,0
334,review_reader,0,0,0,0,0,0,23,1,0,0,27,2,0,0
335,review_reader,0,0,0,0,1,0,21,2,0,0,24,11,0,0
336,review_reader,0,0,0,0,0,0,10,3,0,0,29,18,0,0
337,review_reader,0,0,0,0,0,0,10,5,0,0,22,9,0,0
338,review_reader,0,0,0,0,0,0,15,3,0,0,26,16,0,0
339,review_reader,0,1,0,0,0,0,16,5,0,0,22,17,0,0
340,review_reader,0,0,0,0,0,0,28,3,0,0,18,6,0,0
341,review_reader,0,0,2,0,0,0,10,0,0,0,19,13,0,0
342,review_reader,0,0,2,0,0,0,46,5,0,0,29,16,0,0
343,review_reader,0,0,0,0,0,0,25,2,0,0,16,4,0,0
344,review_reader,0,0,0,0,0,0,21,4,0,0,21,2,0,0
345,review_reader,0,0,0,0,2,0,32,2,0,0,25,16,0,0
346,review_reader,0,0,0,2,0,0,48,5,0,0,26,18,2,2
347,review_reader,0,0,0,0,0,0,38,1,0,0,16,14,0,0
348,review_reader,0,0,0,0,0,0,23,4,0,0,20,18,0,0
349,review_reader,0,0,0,0,0,0,23,3,0,0,17,13,0,1
350,review_reader,0,0,0,0,0,0,17,3,0,0,28,15,0,0
351,review_reader,0,0,0,0,0,0,18,3,0,0,23,16,0,2
352,review_reader,0,0,0,0,0,0,30,4,0,0,20,13,0,0
353,review_reader,0,0,0,0,0,0,12,0,0,0,21,14,0,0
354,review_reader,0,0,0,0,0,0,13,4,0,0,20,13,2,0
355,review_reader,0,0,0,0,0,0,28,2,0,0,17,10,0,0
356,review_reader,0,0,0,0,0,0,26,4,0,0,24,5,0,0
357,review_reader,1,0,0,0,0,0,10,0,0,0,26,20,0,0
358,review_reader,0,0,0,0,0,0,42,1,0,0,16,14,0,0
359,review_reader,0,0,0,0,0,0,36,1,0,0,28,9,0,0
360,review_reader,0,0,0,0,0,0,46,1,0,0,30,2,0,0
361,review_reader,0,0,0,0,0,0,25,2,0,0,27,5,0,0
362,review_reader,0,0,0,0,0,0,44,1,0,0,27,6,0,0
363,review_reader,0,0,0,0,0,0,44,5,0,0,25,17,0,0
364,review_reader,0,0,0,0,0,0,47,5,0,0,18,4,0,0
365,review_reader,0,0,0,0,0,0,44,2,0,0,17,11,0,0
366,review_reader,0,0,0,0,0,0,41,3,0,0,26,3,0,0
367,review_reader,0,0,0,0,0,0,18,5,0,0,19,6,0,0
368,review_reader,0,1,0,0,0,0,31,0,0,0,19,2,0,0
369,review_reader,0,0,0,0,0,0,24,2,0,1,25,10,0,0
370,review_reader,0,0,0,0,0,0,35,2,0,0,28,11,0,0
371,review_reader,0,0,0,0,0,0,34,2,0,0,19,13,0,0
372,review_reader,0,1,0,0,0,0,50,5,0,0,20,4,0,1
373,review_reader,0,0,1,0,0,0,24,3,0,0,29,6,0,0
374,review_reader,0,0,0,0,0,0,42,4,0,0,19,18,0,0
375,review_reader,0,0,0,0,0,0,18,3,0,0,21,14,0,0
376,review_reader,0,0,0,0,0,0,42,1,0,0,15,19,0,0
377,review_reader,0,0,0,0,0,0,49,3,0,0,15,11,0,0
378,review_reader,0,0,1,2,0,0,38,4,0,2,24,5,0,0
379,review_reader,1,0,0,0,0,0,34,4,0,0,25,20,0,0
380,review_reader,0,0,0,0,0,0,32,0,0,0,28,17,0,0
381,review_reader,0,0,0,0,0,0,38,1,0,0,30,5,0,0
382,review_reader,0,0,0,0,0,0,25,2,0,0,17,5,0,0
383,review_reader,0,0,0,0,0,0,49,2,0,0,19,20,0,0
384,review_reader,0,0,0,0,0,0,43,1,0,0,19,14,2,0
385,review_reader,0,0,0,0,0,0,35,0,0,0,15,8,0,0
386,review_reader,1,0,0,0,0,0,44,2,0,0,16,2,0,0
387,review_reader,0,0,0,1,0,0,47,5,0,2,28,17,0,0
388,review_reader,0,0,0,0,0,0,36,2,0,0,17,16,0,0
389,review_reader,0,0,0,0,0,0,44,1,0,0,15,20,0,0
390,review_reader,0,0,0,0,0,0,32,5,0,0,15,8,0,0
391,review_reader,0,0,1,0,0,0,28,4,0,0,19,15,0,0
392,review_reader,0,0,0,0,2,1,42,0,0,0,25,20,0,0
393,review_reader,0,0,0,0,0,0,45,0,0,0,19,9,0,0
394,review_reader,0,0,0,0,0,0,26,0,0,0,29,7,0,0
